Internet DOCSIS-400|(EURO)DOCSIS 3.x|1000|100|detal
Dostęp do Internetu 50Mb|GPON|1000|100|detal
Internet  GPON-500|GPON|1000|100|hurt
Dostęp do sieci  INTERNET|1 Gigabit Ethernet|1000|100|detal
