TERC,Gmina,SIMC,Miejscowość,SYM_UL,Ulica,Nr porządkowy,Szerokość geograficzna,Długość geograficzna,gml_id
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,167,50.34542461755815,19.453905960376726,PL.ZIPIN.4267.EMUiA_329b08ae-4f94-4a83-b933-be526d32a4db
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,168,50.34495362533019,19.452102658877944,PL.ZIPIN.4267.EMUiA_73d808fe-002d-43ad-afb3-70deabf7b710
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,169,50.34539540951501,19.454193255998415,PL.ZIPIN.4267.EMUiA_e719ac87-6da7-4b09-8732-adc882c67c6f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,170,50.3449709475292,19.452392320796424,PL.ZIPIN.4267.EMUiA_434ae502-e25b-46d8-a72d-0ad94fb4270e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,171,50.34539207511802,19.454437223400866,PL.ZIPIN.4267.EMUiA_abb7b474-6dad-4e7d-8bf4-79500a7ed5e9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,172,50.34504517242323,19.45292383747923,PL.ZIPIN.4267.EMUiA_2dce8de5-d44a-4cee-8746-3c1ad0b42d8e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,173,50.345476068279744,19.45468500079839,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,174,50.34500980881151,19.45307815915453,PL.ZIPIN.4267.EMUiA_094dedf7-000e-4c6b-b494-a01f1e5ae8bb
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,176,50.34500122544108,19.453458088242268,PL.ZIPIN.4267.EMUiA_1c6282e3-a1f2-46ff-a56b-9fbdc9eb53dd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,177,50.34566130875788,19.455231119495288,PL.ZIPIN.4267.EMUiA_efba802a-b1a4-4410-9761-0871ca0a6726
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,178,50.343935733595686,19.453167474132457,PL.ZIPIN.4267.EMUiA_920ae2e4-dc5c-43bf-9386-4f9864c32279
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,180,50.34436616964916,19.454481362844643,PL.ZIPIN.4267.EMUiA_a7da5068-2e54-4266-9be8-94f44b4c7145
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,180a,50.34399646831055,19.453756950449392,PL.ZIPIN.4267.EMUiA_604cd328-c233-474b-a020-f0ab9ae34a72
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,181,50.346194889834415,19.455841150657676,PL.ZIPIN.4267.EMUiA_0e54bc74-7895-44d8-bfeb-068ce046cad2
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,182,50.34504958105322,19.453839825104712,PL.ZIPIN.4267.EMUiA_c8436cfd-150c-48ce-a6e5-b235707b7abf
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,183,50.346092057772275,19.456091769310408,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,183A,50.34679141543862,19.456216187186552,PL.ZIPIN.4267.EMUiA_983fdc71-04ee-447d-9196-54b287076cf9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,184,50.345106168540106,19.454380297857035,PL.ZIPIN.4267.EMUiA_2ff06e1c-f3e6-4357-93f5-6bb8f3e2c76b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,185,50.346049150556595,19.456317307966568,PL.ZIPIN.4267.EMUiA_eaa56bed-5c08-4592-ad06-5266c93bc064
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,186,50.34510259915736,19.454619148420697,PL.ZIPIN.4267.EMUiA_73374ae6-ec5b-438f-a2d8-475e4db0b62a
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,188,50.345064988113926,19.455293244499828,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,189,50.34622509733399,19.457421410138164,PL.ZIPIN.4267.EMUiA_b0cfde9e-e051-49ff-8ea1-9524caa9627d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,196,50.34583277798309,19.45725423916768,PL.ZIPIN.4267.EMUiA_f04e4d29-74e2-4b51-8148-959945bb791e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,198,50.345898985469084,19.45787287470515,PL.ZIPIN.4267.EMUiA_022fee3d-36eb-4357-8f12-78e868b52c0d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,200,50.3458849743276,19.45817995854787,PL.ZIPIN.4267.EMUiA_04763614-83bf-45c1-80b9-a67742152ce8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,202,50.34591915408095,19.45848509089504,PL.ZIPIN.4267.EMUiA_49d12599-dc13-476f-85cc-da86663affca
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,203,50.34630385871806,19.458546030187303,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,204,50.34595023554939,19.458828093603312,PL.ZIPIN.4267.EMUiA_25b74670-d5cc-47b1-a9ca-2e4901b82dc9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,208,50.346001164592714,19.459546862935184,PL.ZIPIN.4267.EMUiA_f0095b69-39a2-4f83-9aa1-57f17ceda82f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,212,50.346002074825975,19.460039991054416,PL.ZIPIN.4267.EMUiA_4f115c6e-4452-42e2-ad44-727cb9a29ee4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,213,50.3468834942903,19.46265216279468,PL.ZIPIN.4267.EMUiA_e7515a5f-1b30-4593-a211-cd5980de2de7
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,216,50.34610652112743,19.460672556778935,PL.ZIPIN.4267.EMUiA_ea724c6c-ce40-4c16-813f-e42e8d77e20c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,218,50.34582121022588,19.46084004012538,PL.ZIPIN.4267.EMUiA_6052fe74-441d-499d-8c6b-11b782e404bc
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,221,50.351570984882095,19.465638279317325,PL.ZIPIN.4267.EMUiA_5c73afce-fba8-4e59-8f98-8b2589534fdd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,223,50.351746135945234,19.465777303318145,PL.ZIPIN.4267.EMUiA_ed3379f6-ec6c-4517-97a9-dd8ebe53e4ff
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26498,ul. Żołnierska,226,50.347114382214585,19.463804118357828,PL.ZIPIN.4267.EMUiA_dac7fcbc-a9a5-4f3e-85d5-72b709c38099
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,1,50.306181452503104,19.281209845154386,PL.ZIPIN.4267.EMUiA_8a1f36f1-850a-4fa7-83d4-1f25dffc1d57
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,2,50.306486988792564,19.28067502257196,PL.ZIPIN.4267.EMUiA_1f5c4c83-7acc-4e16-af4b-7c37020c62bc
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,3,50.30605602998792,19.28123354312811,PL.ZIPIN.4267.EMUiA_1ae3397d-4edc-4816-9efd-3593ea0e1b21
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,4,50.30649466535692,19.280406197182618,PL.ZIPIN.4267.EMUiA_b6704ee5-f2b1-4349-ada0-3ac6d3cdf361
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,5,50.305893015005665,19.281070713071365,PL.ZIPIN.4267.EMUiA_a57296f4-9658-477b-9fc0-5e0ddd71e1b1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,8,50.30647595889271,19.279418398479603,PL.ZIPIN.4267.EMUiA_27f761f8-5aee-46dc-b3b7-9585780546ba
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,9,50.30609986837665,19.28017890294063,PL.ZIPIN.4267.EMUiA_7eef9f31-87ce-4bf8-aa1c-bc539683ea96
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,10,50.30648562001673,19.27905355838539,PL.ZIPIN.4267.EMUiA_634e09da-7009-46b8-972b-8c7d9b02c6ea
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,11,50.30620080062517,19.279855756456804,PL.ZIPIN.4267.EMUiA_838aab82-9558-4567-8c6c-7705c7b67479
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,13,50.3062085025838,19.279575957741322,PL.ZIPIN.4267.EMUiA_20a76ce3-f482-4091-b3b4-cb5ef8363708
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,14,50.30649474142013,19.27891368966833,PL.ZIPIN.4267.EMUiA_19e8a470-6d81-4c2a-8f20-c68b835b56e0
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,15,50.306232174592445,19.279230406893138,PL.ZIPIN.4267.EMUiA_136df725-79ec-4d6f-9471-e3f089db8dae
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,16,50.30644330487479,19.278381133677755,PL.ZIPIN.4267.EMUiA_720f260f-6db0-4d76-a886-479afc29c927
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,16A,50.3066000617831,19.27851220979707,PL.ZIPIN.4267.EMUiA_a3421837-f818-4e7c-91b8-24a7c11084d5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,17,50.30623103672533,19.278972504711387,PL.ZIPIN.4267.EMUiA_e54a9f7f-8994-401e-a0b1-904e2615aeb6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,18,50.30644930449413,19.278076631352587,PL.ZIPIN.4267.EMUiA_06f2f587-71b8-4766-9c96-8731398a0861
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,18a,50.30646393164251,19.277838026506167,PL.ZIPIN.4267.EMUiA_3ab21ee2-e6d6-475b-8ea1-1fd6f1038cde
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,19,50.30617996290171,19.27865665460973,PL.ZIPIN.4267.EMUiA_d74a4c67-09b2-45a0-8920-7efc43bdef63
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,20,50.306466344793144,19.27756368195398,PL.ZIPIN.4267.EMUiA_70be2a9c-ce5b-40de-8bef-8caa41bdce88
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,20a,50.306573310299726,19.277508846374214,PL.ZIPIN.4267.EMUiA_5728c33d-b1d3-478d-a5f6-dc1d3e181824
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,22,50.306445783339484,19.277344076044184,PL.ZIPIN.4267.EMUiA_31f9c304-c3b7-4301-9075-27ec6968b69e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,22a,50.30656329687141,19.27743255420054,PL.ZIPIN.4267.EMUiA_8ba88568-8f4e-4cb1-a720-f0aaacc0b3d4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,23,50.30619599841525,19.278195871772073,PL.ZIPIN.4267.EMUiA_15aa51b3-54b0-4b00-b331-51e2a63c1f7d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,24,50.30657612650201,19.277210398598964,PL.ZIPIN.4267.EMUiA_1126bd81-9759-4cc7-86fc-2e71ed7e0100
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,25,50.30618609316616,19.277929688553836,PL.ZIPIN.4267.EMUiA_92720431-c1bb-4057-827a-46f0e2d4b682
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,26,50.30646615047951,19.276907965251226,PL.ZIPIN.4267.EMUiA_8f617f88-2398-40e6-b9a7-414d4064ede2
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,27,50.30616575517021,19.27761680432739,PL.ZIPIN.4267.EMUiA_0d3234f6-853b-4f04-ae28-9711ff450f01
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,28,50.30645613129972,19.276688420794972,PL.ZIPIN.4267.EMUiA_9159dc34-4922-4c23-b0f5-d8e2aa633c6b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,29,50.30618573167429,19.277345307012506,PL.ZIPIN.4267.EMUiA_849908ae-0a5f-4aa4-a357-6f3a7de10359
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,31A,50.30583356141654,19.276923497009534,PL.ZIPIN.4267.EMUiA_bb48a2a6-e909-4ec8-bc72-fe83a6713629
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,33,50.30616005719109,19.27647917346408,PL.ZIPIN.4267.EMUiA_950ab881-1b50-416c-9419-87ef3f6b1de7
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,34,50.30644802256715,19.27597242298155,PL.ZIPIN.4267.EMUiA_f979e219-828b-4d4c-8b2a-520b42df8eee
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,34A,50.306551786730196,19.275931869544337,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,34B,50.30664144968485,19.275910439648843,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,34C,50.306773248735404,19.275902971959283,PL.ZIPIN.4267.EMUiA_38608daf-fc73-44ec-b282-472816501543
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,34D,50.306840892193044,19.275904734336983,PL.ZIPIN.4267.EMUiA_c7381321-cf75-4261-a57b-52efaa5908cd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35,50.30615233994142,19.276240829249232,PL.ZIPIN.4267.EMUiA_ec0f58ef-3546-4795-a42f-45be51eb5873
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35A,50.30612384409298,19.27603215437562,PL.ZIPIN.4267.EMUiA_ac62da18-ff4c-498e-8dc1-b75441904a75
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35B,50.30613296186138,19.27589228612698,PL.ZIPIN.4267.EMUiA_2e2e0891-41f7-4141-adf8-e51a97e25154
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35C,50.3061402305081,19.275790815922687,PL.ZIPIN.4267.EMUiA_a1abc2be-0375-421f-979a-30c8ad9a900f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35D,50.306142202184674,19.275700290009,PL.ZIPIN.4267.EMUiA_22b6dc1a-d61a-4aea-af29-65ff5b587d31
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35E,50.306133649803655,19.275587802545655,PL.ZIPIN.4267.EMUiA_067c8c34-9fff-4c6f-a0ee-21772d2dc350
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35F,50.3061471445191,19.275468487796058,PL.ZIPIN.4267.EMUiA_a1471b0c-7141-4b23-8e48-40a37c024783
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35G,50.30589034040355,19.27591214535625,PL.ZIPIN.4267.EMUiA_58adebb7-8f0c-4d1f-9b7a-5246bdcc0ace
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35H,50.3058076188495,19.275969259167127,PL.ZIPIN.4267.EMUiA_eee812d4-1f7b-4748-894d-c4b76b19e22e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35J,50.305742853072296,19.275966074991047,PL.ZIPIN.4267.EMUiA_6d24d431-5f64-40ea-8f89-5aa2d3e1153b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35K,50.30565567181952,19.275969082209652,PL.ZIPIN.4267.EMUiA_1f5a6c8c-f727-4035-b820-c4a8bba00863
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35L,50.30560309093056,19.27591118576225,PL.ZIPIN.4267.EMUiA_53094ecd-2604-4691-9945-bc116e28678a
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,35M,50.305503785130924,19.27594348082216,PL.ZIPIN.4267.EMUiA_4e3df6bc-0dc6-422b-9b87-65b255c143b9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,37,50.30616175008043,19.275236741308483,PL.ZIPIN.4267.EMUiA_9ec45ada-aa8e-4049-9327-11e45abdc058
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,38,50.306456059688266,19.275259797213245,PL.ZIPIN.4267.EMUiA_4c2330e9-a73c-4282-abd0-d8204e3354b5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26579,ul. Żurawia,40,50.30645488705599,19.275012868746373,PL.ZIPIN.4267.EMUiA_6b732d99-3c38-4bc2-b642-0955028a2611
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,2,50.39386760550036,19.310316100227343,PL.ZIPIN.4267.EMUiA_903d782f-d800-488a-b51a-53ca5d7cb3e2
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,2a,50.393964375575244,19.309937421716267,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,2B,50.39381393662344,19.309686315751645,PL.ZIPIN.4267.EMUiA_4aad0386-561a-480f-b2e9-a182f4787162
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,4,50.393577922881214,19.310229002379543,PL.ZIPIN.4267.EMUiA_f01b08d2-efa9-4a01-b016-00476cc8ffe3
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,5,50.39235016528673,19.31046250418517,PL.ZIPIN.4267.EMUiA_d7c73c22-cbc2-4bee-a1fa-85bfbc69a6b8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,5a,50.392339189982685,19.310624595442636,PL.ZIPIN.4267.EMUiA_50a0c00b-a6b1-43ac-aa8a-cbfd01d6be24
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,6,50.393485320035936,19.310033247345345,PL.ZIPIN.4267.EMUiA_21c09d9f-5b6e-4876-a1ee-2c16750bfec6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,7,50.392129175479326,19.310300265273025,PL.ZIPIN.4267.EMUiA_a6bc6b2a-2590-4e6b-9f92-d7804b095b45
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,8,50.39334823475464,19.310135815069163,PL.ZIPIN.4267.EMUiA_a2f54dcc-4e5b-4ddc-ba18-f7769de27905
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,10,50.39311785943728,19.31004592845751,PL.ZIPIN.4267.EMUiA_3ad4f8ac-8dca-4896-b8ae-cb9479b18a0f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,12,50.39297340157496,19.3092469867252,PL.ZIPIN.4267.EMUiA_3141e18b-5daf-4c45-b31c-adad8c3508dd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,12A,50.39318051286652,19.308005975738,PL.ZIPIN.4267.EMUiA_f2da1fe6-2bed-4fbf-b817-389f4044a452
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,14,50.392664113980594,19.30992386735024,PL.ZIPIN.4267.EMUiA_b708f3e2-7a21-4846-bf84-526ac9843d96
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,16,50.39264037283436,19.309611793869337,PL.ZIPIN.4267.EMUiA_0fc4b0b5-257e-4bb3-aa3f-1685d22c3c12
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,18,50.39272185184201,19.309351136994604,PL.ZIPIN.4267.EMUiA_d0dfab1e-339b-4e34-a878-30bf6bcc846f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,22,50.39280955344992,19.308745740281324,PL.ZIPIN.4267.EMUiA_ac20b910-ac87-40b3-a1dd-6ea775e4febe
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,38,50.39306698174104,19.306413876245074,PL.ZIPIN.4267.EMUiA_61e166af-ee32-47bd-b8e6-ef7116b83afb
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26585,ul. Żurawinowa,80,50.392345937410354,19.30981111299902,PL.ZIPIN.4267.EMUiA_7075a85e-47cd-4762-beaa-8b3f0cd765c5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,1,50.3174011329071,19.187824174831203,PL.ZIPIN.4267.EMUiA_0f293a1d-3401-4723-80f0-9a27787ceb98
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,2,50.31710674721482,19.187494683191055,PL.ZIPIN.4267.EMUiA_166a53f4-0df7-400d-84b0-3df85995db2e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,4,50.317049905185705,19.187875902208226,PL.ZIPIN.4267.EMUiA_6fa339a3-47b5-40e0-9a18-3c7a37960966
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,6,50.31693344514611,19.188180047180207,PL.ZIPIN.4267.EMUiA_8fd0236e-ceb4-4c57-8261-a389bd922fd2
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,7,50.31743480569722,19.188357655626056,PL.ZIPIN.4267.EMUiA_23fd5b77-d04d-4f3a-bdd6-114c5deabd63
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,8,50.31709926253333,19.188320654812962,PL.ZIPIN.4267.EMUiA_7cad3dc0-96cf-48fc-a177-092e7babe9f2
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,11,50.317340687587006,19.18896923948981,PL.ZIPIN.4267.EMUiA_684c32c3-0037-4125-b544-bd2d9ea415a5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,12,50.31715974915424,19.18894382467244,PL.ZIPIN.4267.EMUiA_a59db209-a244-4070-930c-dd24032393c4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,13,50.31757425196516,19.189279179652516,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,14,50.3171425775808,19.18921957013321,PL.ZIPIN.4267.EMUiA_9135b901-4f60-4507-80af-7a1780a36fd9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,16,50.31719396212749,19.18951475248879,PL.ZIPIN.4267.EMUiA_2187f1fd-9e35-456f-b2cc-ea773b42420a
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,17,50.31734858896453,19.189512623201658,PL.ZIPIN.4267.EMUiA_03787679-42f5-453c-81b1-5c748c73894e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,18,50.31720069462469,19.18969589709316,PL.ZIPIN.4267.EMUiA_51c34e16-29db-4459-a3f5-054091f2e56e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,20,50.3172021694073,19.18986878594186,PL.ZIPIN.4267.EMUiA_9c423497-a358-4d24-8e78-e020c04d3cca
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,21,50.31740296165743,19.18980264290644,PL.ZIPIN.4267.EMUiA_c5199221-b1b6-43d4-8cfa-89f4f16256c5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26600,ul. Żwirki,22,50.317205544382226,19.18995386957406,PL.ZIPIN.4267.EMUiA_4bdf954a-6d56-432f-9d8c-1642909c6936
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26608,ul. Żwirki i Wigury,2,50.31216551175171,19.275655821740774,PL.ZIPIN.4267.EMUiA_cdb5a37a-e675-41a2-b7ce-c082da17984c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26608,ul. Żwirki i Wigury,3,50.311746314891145,19.276081444541383,PL.ZIPIN.4267.EMUiA_6469a67b-a91e-435c-bc0a-67748710ee31
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26608,ul. Żwirki i Wigury,5,50.31160047898059,19.27608060008215,PL.ZIPIN.4267.EMUiA_2ec2fd4c-c9d9-4c3b-8654-9c168138a7d8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26635,ul. Żytnia,4,50.32846766315842,19.200309001279944,PL.ZIPIN.4267.EMUiA_93980b9f-ccd8-4794-91cd-c1e8ecfee84f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26635,ul. Żytnia,12,50.3289503705582,19.201609354140732,PL.ZIPIN.4267.EMUiA_a98e8233-e783-45e4-ac17-8d2ed72577f4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26635,ul. Żytnia,14,50.329009858310805,19.201755084695904,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,26635,ul. Żytnia,21,50.32932161659581,19.20182639993427,PL.ZIPIN.4267.EMUiA_f2626646-3c1e-461c-ac57-f2d2025e91a7
