TERC,Gmina,SIMC,Miejscowość,SYM_UL,Ulica,Nr porządkowy,Szerokość geograficzna,Długość geograficzna,gml_id
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,12,50.32532515160436,19.219119908735205,PL.ZIPIN.4267.EMUiA_66e88091-c2f7-4cb5-bd68-2a69c3b18250
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,13,50.325914654392484,19.219018914938474,PL.ZIPIN.4267.EMUiA_e40ed3ca-45c6-470f-8201-137050e5c5a6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,15,50.325856549344834,19.219283368044934,PL.ZIPIN.4267.EMUiA_ce68200d-42fb-40f5-ba87-a620da9e83e1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,16,50.32534634170067,19.21962711672789,PL.ZIPIN.4267.EMUiA_4e48a991-00bb-4fa6-8fd6-b91997b0f9e8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,17,50.32583145033554,19.219367974199038,PL.ZIPIN.4267.EMUiA_0330176b-c2eb-4af4-8657-880cc77e2415
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,18,50.325267489671695,19.2199126152425,PL.ZIPIN.4267.EMUiA_6d94c959-5061-4ce9-93e8-8390b7c9debe
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,20,50.325007188417636,19.2199467998542,PL.ZIPIN.4267.EMUiA_30013773-de52-4554-a359-fd28e95f92e0
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,21,50.32564066849685,19.219751982939624,PL.ZIPIN.4267.EMUiA_212dffbe-b07b-4b1e-9543-6540c11be6e0
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,22,50.32489553738545,19.21981990860816,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,23,50.325539028715454,19.21990095665162,PL.ZIPIN.4267.EMUiA_a409cc20-d940-4bdb-83f1-4f49ad2abb22
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,24,50.32475146400121,19.22011812673478,PL.ZIPIN.4267.EMUiA_297cdae6-a8b0-4d55-9074-b7df42232c75
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,25,50.325462922511996,19.22016558341289,PL.ZIPIN.4267.EMUiA_a78c0b16-f706-4174-9e2d-196a788ec60c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,26,50.32490126124938,19.22023377830055,PL.ZIPIN.4267.EMUiA_bf947811-7157-4b8b-8c93-12e7b0a325e0
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,27,50.32533503524939,19.220469483127882,PL.ZIPIN.4267.EMUiA_176d0887-1050-4f68-8650-d09515eaf4b1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,28,50.3251111251212,19.220357702858422,PL.ZIPIN.4267.EMUiA_5ae9f279-16f3-4471-82a1-b25f14486868
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,29,50.32524886059246,19.220775990105995,PL.ZIPIN.4267.EMUiA_e54d84f3-ffae-4c8e-b5b6-c7b70cb2899f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,29A,50.325514631821555,19.220979093017817,PL.ZIPIN.4267.EMUiA_6712df03-60e0-43f2-b471-9e640e04e25f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,30,50.32495895072102,19.22060108382038,PL.ZIPIN.4267.EMUiA_2e50a6a8-0241-4474-a5e3-7d839b59c254
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,31,50.32519431289343,19.221003191920765,PL.ZIPIN.4267.EMUiA_61ad9c26-5626-467a-b442-f8772ed58d16
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,33,50.324884648915166,19.22136458828948,PL.ZIPIN.4267.EMUiA_9cab17e0-95c5-459b-9c8b-68929b8d744f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,35,50.32480111169573,19.221512318008415,PL.ZIPIN.4267.EMUiA_9c1a2015-0e9b-4e40-a380-afa8eb5f3b29
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,36,50.324845157767754,19.22086229669361,PL.ZIPIN.4267.EMUiA_53d488ff-b01f-4a4b-8a4d-7f8ac66814e8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,38,50.32472237508953,19.2211103008273,PL.ZIPIN.4267.EMUiA_baf9e6d5-4a08-4ab2-a6ce-880a0e802bd8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,39,50.324688286828746,19.221689846994845,PL.ZIPIN.4267.EMUiA_5fa1ee93-de2f-40e7-b14c-9284d48ca3ce
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,41,50.324557902023955,19.22187861966253,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,43,50.32436404890761,19.22217962427512,PL.ZIPIN.4267.EMUiA_588f788e-1485-4d31-8b27-2736492e1d72
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,44,50.324655811500506,19.221212131001842,PL.ZIPIN.4267.EMUiA_4b59cc97-bc99-420d-9d8c-1b84e8300635
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,48,50.32451028471401,19.22147850931848,PL.ZIPIN.4267.EMUiA_54531ca5-7f94-4698-b038-a4ed149297cf
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,49,50.323326301294095,19.22364752759021,PL.ZIPIN.4267.EMUiA_77c1a59c-966e-48db-8782-a97c3fa71520
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,49a,50.3231852764619,19.22388564090926,PL.ZIPIN.4267.EMUiA_e429005e-9ed7-4e3e-b89d-f9d2ca975029
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,50,50.32438982583986,19.22166963262191,PL.ZIPIN.4267.EMUiA_719c60fe-a65a-4456-add3-dcda9f7650a4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,51,50.32315873996797,19.22339508622109,PL.ZIPIN.4267.EMUiA_a0d417c5-81c3-41bb-aeb7-4d8f93d8a734
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,52,50.324190326545065,19.221768716576836,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,52a,50.324046566482465,19.22160062715661,PL.ZIPIN.4267.EMUiA_89ff8d01-ada1-4b4b-8f39-c5678aa95aed
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,53,50.32305019687442,19.223188738101527,PL.ZIPIN.4267.EMUiA_96e486be-3da3-4674-9643-295b43c07581
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,54,50.32429152854086,19.221835972792977,PL.ZIPIN.4267.EMUiA_865516e4-3a8b-4ef4-a125-e961cba43883
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,55,50.322992013472806,19.223105331278113,PL.ZIPIN.4267.EMUiA_45e324a6-c78b-494e-925f-6c4c5394ccfa
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,56,50.32414199959843,19.22201100106773,PL.ZIPIN.4267.EMUiA_53ad748f-e114-492d-a809-f7e91c0ef8fa
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,58,50.32400929133758,19.22220358489737,PL.ZIPIN.4267.EMUiA_050b0f7d-45ff-46ff-869c-d23be4cd5061
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,60,50.323901967627755,19.22243796368972,PL.ZIPIN.4267.EMUiA_4bbb2086-6a38-4fa1-8d1b-3ad823a73f96
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,62,50.32372415945818,19.222573233567818,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,63,50.323120991404515,19.223808305732884,PL.ZIPIN.4267.EMUiA_fafb16ca-9e1b-4c68-bd5d-1f8dfc3bc65b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,64,50.3236176137698,19.22272653275159,PL.ZIPIN.4267.EMUiA_c649e290-1ae9-459a-b03d-675042d4a611
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,64b,50.32339661066019,19.22243469304103,PL.ZIPIN.4267.EMUiA_28f3495f-0ca5-482a-a3a3-9ecc29d36e7a
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,66,50.32350058572911,19.222888594322686,PL.ZIPIN.4267.EMUiA_35bb2823-60a0-4dfd-a9b4-5f00ade4b229
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,68,50.323301458222296,19.22308079618501,PL.ZIPIN.4267.EMUiA_ef8f2b56-8b3b-479c-925b-c4c7dcf60366
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,70,50.32312548243746,19.222763051571043,PL.ZIPIN.4267.EMUiA_6af15cd4-c70c-4649-bffb-bcd69b9fc252
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10898,ul. Leśna,72,50.32316678625322,19.22282634670156,PL.ZIPIN.4267.EMUiA_7a38e9f5-ad1b-4526-99ea-4c540c8745d1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,1,50.35536320488439,19.19046273535868,PL.ZIPIN.4267.EMUiA_0cbfd99f-da04-4173-a1c0-6aafcf162ad5
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,1A,50.3557305896292,19.189515905077492,PL.ZIPIN.4267.EMUiA_d0c76f5e-62b6-47d4-9954-79131be8434b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,1B,50.355234051215035,19.189603570359466,PL.ZIPIN.4267.EMUiA_6cc62d2c-3228-4312-aa04-88868d7a670e
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,1C,50.35519639592051,19.190067559001026,PL.ZIPIN.4267.EMUiA_fe9ade3f-6de6-444a-8a5a-10a2ab32b433
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,2,50.35442051039639,19.19177092660053,PL.ZIPIN.4267.EMUiA_7976efb2-367a-42b6-b1c8-d69350b0e2cf
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,3,50.35424424916077,19.191039693541352,PL.ZIPIN.4267.EMUiA_5d193a66-27eb-4fb5-9fdd-0d344f658fa8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,4,50.35324967258721,19.188933432258406,PL.ZIPIN.4267.EMUiA_d85580ce-74bd-4143-9a3a-f2f9e7141a02
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,5,50.35224985527408,19.18841866783616,PL.ZIPIN.4267.EMUiA_83094bb3-5d58-4abb-966e-cf2268879adc
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,6,50.351481434191584,19.187690638201133,PL.ZIPIN.4267.EMUiA_786e2b36-74c5-4ead-8977-1fe383e06f22
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,8,50.35451826989963,19.191090227013753,PL.ZIPIN.4267.EMUiA_c6924f91-f7a4-4f42-b389-5fe5fa250671
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,9,50.3460198078869,19.183164323132466,PL.ZIPIN.4267.EMUiA_b8b2e25d-6908-4340-903c-5696697779c7
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,10,50.3466789294025,19.184870134554345,PL.ZIPIN.4267.EMUiA_dfe3b66b-5419-4da3-a5d6-286aa7cd9135
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,10A,50.344651328696486,19.184840292920974,PL.ZIPIN.4267.EMUiA_5511f50f-7e56-482e-873b-51dd98d391e8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,12,50.35165568466614,19.1896713214972,PL.ZIPIN.4267.EMUiA_4aaad10a-f166-4288-bc8e-8bbc60e7cef6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,18a,50.35468725394959,19.190875942694586,PL.ZIPIN.4267.EMUiA_d37cb5cc-0440-43f8-b0aa-db5e7b3964d3
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,25,50.35025559317585,19.188260836962602,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,27,50.35033898211493,19.188305104330887,PL.ZIPIN.4267.EMUiA_4a3bda84-f575-4e30-be8c-78d615f6a252
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,30,50.3502463718815,19.1894072981909,PL.ZIPIN.4267.EMUiA_e6c2b0fc-1e78-49e0-95da-88d79e962290
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,31,50.35102153488056,19.188496191478187,PL.ZIPIN.4267.EMUiA_5acf04d1-b867-4a2c-a3ee-720876d49036
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,32,50.35050874106068,19.189059586797374,PL.ZIPIN.4267.EMUiA_7f2c8d50-3f6d-40bb-8892-cb342d483ec6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,33,50.35120960784832,19.18845574358989,PL.ZIPIN.4267.EMUiA_d393f45b-7c6c-4e24-946a-c1fa735130c7
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,38,50.35116775461044,19.189342585570024,PL.ZIPIN.4267.EMUiA_306efd44-eff6-44a5-9dfb-230da3cdcb8d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,39,50.35163794703251,19.18854641347245,PL.ZIPIN.4267.EMUiA_ce70997d-8965-4533-93f7-5297da0ac8e6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,39a,50.351721209465225,19.18812657740083,PL.ZIPIN.4267.EMUiA_402a2f0e-6430-4999-af2b-413ef726372d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,44,50.35204126498668,19.18963279485644,PL.ZIPIN.4267.EMUiA_b0deceea-00fe-47ec-b5ea-b379d60f1e68
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,47,50.35251638385468,19.189018816361756,PL.ZIPIN.4267.EMUiA_1db343db-fbf8-4326-88df-6b6c78a2dd42
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,47A,50.352112442368835,19.18890461840105,PL.ZIPIN.4267.EMUiA_bce8b2b2-b6c5-4b2d-b76d-4045df6443cd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,52,50.35337653622296,19.190282646137693,PL.ZIPIN.4267.EMUiA_b7dbcef7-9747-40b5-8fa3-8106859601e6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,54,50.35359603888711,19.190363165030313,PL.ZIPIN.4267.EMUiA_6995d66e-c49f-4c0e-9430-a67565097c95
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,55,50.3535612678928,19.18953898108869,PL.ZIPIN.4267.EMUiA_faf26056-eef7-4d21-81ce-421607a1bc17
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,66,50.35512989261795,19.191319471018865,PL.ZIPIN.4267.EMUiA_5bdf9d03-c61a-426f-ab6d-ea8f7476d273
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,68,50.355276202321534,19.19103168845784,PL.ZIPIN.4267.EMUiA_57037ba2-3731-44aa-a0c1-487f6ea8708f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,70,50.355744500764814,19.19135081670116,PL.ZIPIN.4267.EMUiA_9e2ffe6b-e8e2-43ac-ab45-b48a83a76efa
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,71,50.35562889273604,19.190016080898914,PL.ZIPIN.4267.EMUiA_601d4dd3-f291-4b99-bf0f-b82c2cea823b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,10966,ul. Letnia,73,50.35598533778905,19.190163063551445,PL.ZIPIN.4267.EMUiA_edb6ebfa-4edf-4db4-bf27-195f1cb882c4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,2,50.330581245977704,19.194034479071405,PL.ZIPIN.4267.EMUiA_abc6f1aa-778e-496a-bc79-2a8817a47528
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,3,50.33022685210689,19.193594669799463,PL.ZIPIN.4267.EMUiA_e8e97115-e41c-44c7-92c1-0ea915d1df2c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,4,50.33057117109601,19.193754451380375,PL.ZIPIN.4267.EMUiA_66b0cfa1-87a5-4178-98fe-1576f9e11bb1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,5,50.330415267474976,19.193468342098416,PL.ZIPIN.4267.EMUiA_917adcc3-dd10-4d5d-8cc9-32cf1df5d96c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,6,50.330570629127365,19.193364471423862,PL.ZIPIN.4267.EMUiA_0749218a-f63f-40d0-ab39-df6168c6a405
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,6a,50.33086737200642,19.193181620567767,PL.ZIPIN.4267.EMUiA_c0efc91d-d21f-4b9c-81fe-ea44855fe022
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,7,50.3305729014517,19.193054299899188,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,8,50.33080557682107,19.19260781047987,PL.ZIPIN.4267.EMUiA_a471597a-cb1e-4435-9451-feedbea00fd3
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9,50.33035450051676,19.192782573232297,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9A,50.33027128025277,19.19265854896476,PL.ZIPIN.4267.EMUiA_c6efe7fa-b17f-4752-ae83-6a0c8a259aae
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9B,50.330203784959764,19.192630333677393,PL.ZIPIN.4267.EMUiA_081bc9e9-583f-4d16-a886-771e537770f4
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9C,50.33013193436337,19.192600616753655,PL.ZIPIN.4267.EMUiA_2fadc330-06df-4e68-802a-fdd749ef9e76
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9D,50.3300771678485,19.192567511665608,PL.ZIPIN.4267.EMUiA_f04daa4f-7b6e-4baa-9cc5-ccf2765ae294
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,9E,50.33000342802655,19.19253290209521,PL.ZIPIN.4267.EMUiA_8221a76d-4f92-4b55-83fe-cba10ca34fea
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10,50.33052340564008,19.19175334795955,PL.ZIPIN.4267.EMUiA_520b56ca-7134-4e6d-9c59-fd6fc2145507
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10A,50.331263625807324,19.19142906286125,PL.ZIPIN.4267.EMUiA_78f81b08-5b07-4923-ad26-3a2a48ddfcd1
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10AA,50.331546366433756,19.191490633221147,PL.ZIPIN.4267.EMUiA_abcb8260-1ba8-45af-b9e6-8852ddd9a36c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10B,50.33077113392012,19.191765654419758,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10C,50.33088170287841,19.19177621572655,PL.ZIPIN.4267.EMUiA_eb6ec9f3-1635-46f9-962c-cb6ab3887a84
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10D,50.330967796396436,19.191776562255416,PL.ZIPIN.4267.EMUiA_679c98fa-c9e4-4437-88d8-a2da98db810d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10E,50.3311329529586,19.19178537856055,PL.ZIPIN.4267.EMUiA_2d8b26b5-6e69-40ee-a15e-bb9704c8fb7b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10F,50.33122433614296,19.191796708838993,PL.ZIPIN.4267.EMUiA_6cfae15b-8136-4e2f-b123-e1d42b5e6a0c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10G,50.331396500449245,19.191811175258245,PL.ZIPIN.4267.EMUiA_36d18b98-5650-498b-904e-a612483a01fd
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10H,50.33146508755751,19.191789526392583,PL.ZIPIN.4267.EMUiA_08edd70b-7fb4-4796-a8f2-9280444ea64f
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,10J,50.33060948350969,19.19171735717889,PL.ZIPIN.4267.EMUiA_e16ae858-2d22-4afd-886a-1a7d2afe2b61
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,11,50.33021004527842,19.192193855254814,PL.ZIPIN.4267.EMUiA_20dd57ba-5943-4c1e-afa9-2f3b0b4bd73c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,11A,50.33022258976077,19.192045678544268,PL.ZIPIN.4267.EMUiA_6ee2476f-76ae-4e4d-981a-3dd3e2b77d14
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,12,50.3304715890466,19.191286329666745,PL.ZIPIN.4267.EMUiA_00d81a7a-ed02-4921-bf55-e23dde78e0d8
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,12A,50.330801936358455,19.191276675306383,PL.ZIPIN.4267.EMUiA_8382cd06-4c2a-45bf-8538-c55af3dc6dfc
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,13,50.330354532688034,19.19194739280876,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,14,50.330466647629926,19.191085928089823,PL.ZIPIN.4267.EMUiA_50ee5d7f-b27c-49e8-ad82-08d0c37c9885
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,15,50.330339126713014,19.19170028556028,PL.ZIPIN.4267.EMUiA_7742c9a8-af7c-4ff0-8191-1b3cb5da085c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,16,50.33070239254933,19.190905704384043,PL.ZIPIN.4267.EMUiA_f8fca234-0db4-45ad-9bfc-c79192b8bfc6
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,17,50.330342875845815,19.191557562509704,PL.ZIPIN.4267.EMUiA_cc13bffa-4483-4799-aa9f-cced7dc33421
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,18,50.33047234671745,19.190825179755127,PL.ZIPIN.4267.EMUiA_9ad6d057-d3c4-4f63-ba21-065dfe319096
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,18a,50.33131136107295,19.190764307113447,PL.ZIPIN.4267.EMUiA_f8de3d72-8bbd-4118-a457-8834edb7912d
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,19,50.33031511074112,19.191346089283545,PL.ZIPIN.4267.EMUiA_fd966e63-e572-44a9-bf03-d351424cf3ce
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,20,50.330471048884505,19.190545188492965,PL.ZIPIN.4267.EMUiA_5641867d-e2ea-4889-8f42-50894e26df69
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,20A,50.3306856388572,19.190429451222425,PL.ZIPIN.4267.EMUiA_a03277ff-8b04-40f2-85e6-b51010603bd9
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,21,50.330327730857604,19.191151249763696,""
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,22,50.330731541870215,19.1902559858498,PL.ZIPIN.4267.EMUiA_76c8d2fc-5c2c-4bfb-a00f-f8ef1b900081
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,23A,50.33013618550989,19.190093678701537,PL.ZIPIN.4267.EMUiA_b460f205-d21e-4d91-b309-39dfca6e030b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,24,50.33061546344586,19.189661669397754,PL.ZIPIN.4267.EMUiA_c1d9b5b2-6eca-4bc0-9a83-8bc501f7dd6c
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,24A,50.33057740081462,19.189942461664575,PL.ZIPIN.4267.EMUiA_982ab51e-bf36-4f9b-ab52-7af3133dae89
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,24B,50.33063714010306,19.18993988896821,PL.ZIPIN.4267.EMUiA_f5e08e6b-3ac9-48eb-83a5-4406204a491b
2465011,Dąbrowa Górnicza,0939473,Dąbrowa Górnicza,11072,ul. Limanowskiego,24C,50.330677636268994,19.18993189894157,PL.ZIPIN.4267.EMUiA_be43ff22-1a15-4213-a22b-17df269f6829
